id,shop_name,product_name,product_code,product_quantity,unit_price,discount,total_price,order_date,payment_due,payment,payment_date,payment_status,late_payment_status,city,province
6071,Nqqef,CHLORMITE 200 ML X 48,CHL-19,72,21,7,1517,11/1/2022,6/22/2022,1517,4/2/2023,FALSE,FALSE,Kabupaten Banyumas,Jawa Tengah
6072,Ozsfyu,Anilo 400 Gr X 20,ANI-4,19,18,6,334,6/22/2022,9/7/2022,334,3/27/2023,TRUE,TRUE,Kabupaten Purworejo,Jawa Tengah
6073,Oksxae,BLASIL 250 ML X 40,BLA-14,38,7,3,257,3/7/2022,8/12/2022,257,3/24/2023,TRUE,TRUE,Kabupaten Tegal,Jawa Tengah
6074,Tikaomp,Yara Mila Complex/1 Kg Repacking,YAR-65,90,5,17,457,9/15/2022,11/27/2022,457,3/31/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6075,Ejubar,Anilo 100 Gr x 50,ANI-3,71,40,19,2815,4/21/2022,1/23/2022,2815,4/1/2023,TRUE,FALSE,Kabupaten Tegal,Jawa Tengah
6076,Sxeejqj,Balistic 100ML X 36,BAL-9,14,41,13,556,6/22/2022,7/15/2022,556,3/31/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6077,Mvljg,Cozeb 1 Kg X 20,COZ-24,37,49,18,1792,1/14/2022,1/18/2022,1792,3/24/2023,FALSE,TRUE,Kabupaten Purbalingga,Jawa Tengah
6078,Plkia,YaraLiva Nitrabor (25 Kg),YAR-66,58,17,5,1004,9/10/2022,11/30/2022,1004,3/24/2023,FALSE,TRUE,Kabupaten Pemalang,Jawa Tengah
6079,Azgcq,Avatar 100 ml X 36,AVA-8,45,33,7,1464,2/11/2022,7/19/2022,1464,4/2/2023,FALSE,FALSE,Kabupaten Kendal,Jawa Tengah
6080,Nlobsl,Plethora 250 ML X40,PLE-52,22,44,12,945,5/17/2022,12/18/2022,945,4/2/2023,FALSE,FALSE,Kabupaten Pekalongan,Jawa Tengah
6081,Qlkref,Betanil 500 Gr x 20,BET-12,30,48,1,1440,10/17/2022,6/5/2022,1440,3/27/2023,FALSE,FALSE,Kota Tegal,Jawa Tengah
6082,Slqvzjy,Narkis 250 ML x 40,NAR-51,46,40,18,1805,2/18/2022,9/19/2022,1805,3/23/2023,FALSE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6083,Blxqtb,Narkis 250 ML x 40,NAR-51,67,34,5,2288,3/7/2022,6/12/2022,2288,3/23/2023,TRUE,TRUE,Kabupaten Pemalang,Jawa Tengah
6084,Dkmbh,Gandewa 500 ML X 10,GAN-38,67,43,11,2867,12/11/2022,2/15/2022,2867,3/23/2023,FALSE,TRUE,Kabupaten Sukoharjo,Jawa Tengah
6085,Vaqps,YaraMila Winner (50 Kg),YAR-72,55,19,11,1047,1/11/2022,11/24/2022,1047,3/21/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6086,Xcksch,Corona 100 ML X 36,COR-22,33,15,2,485,7/15/2022,3/22/2022,485,4/2/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6087,Tmewk,Liberty 1Kg X 20,LIB-48,36,41,0,1471,11/23/2022,10/7/2022,1471,3/24/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6088,Ntnhsop,Spreader 250 ML X 48,SPR-56,40,18,17,697,5/20/2022,2/21/2022,697,4/2/2023,TRUE,TRUE,Kabupaten Purworejo,Jawa Tengah
6089,Hzbalcz,CHLORMITE 900 ML X 20,CHL-21,88,21,6,1806,6/15/2022,12/16/2022,1806,3/23/2023,TRUE,FALSE,Kabupaten Kendal,Jawa Tengah
6090,Qbjxo,CHLORMITE 200 ML X 48,CHL-19,86,34,19,2939,8/15/2022,2/11/2022,2939,3/21/2023,TRUE,FALSE,Kabupaten Banjarnegara,Jawa Tengah
6091,Zavxgh,BALISTIC 500 ML X 12,BAL-10,44,28,3,1217,9/20/2022,2/27/2022,1217,4/1/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6092,Hfwdd,YaraLiva Tropicote (25 Kg),YAR-67,51,24,7,1234,6/4/2022,5/6/2022,1234,3/26/2023,FALSE,FALSE,Kabupaten Purbalingga,Jawa Tengah
6093,Dgpzet,AGIL 250 ML X 40,AGI-2,85,21,7,1792,9/24/2022,11/28/2022,1792,3/21/2023,TRUE,TRUE,Kabupaten Grobogan,Jawa Tengah
6094,Dzsgbw,CALIWA 350 OD 500 ML x 20,CAL-16,45,38,7,1714,9/10/2022,7/2/2022,1714,3/29/2023,FALSE,FALSE,Kabupaten Wonogiri,Jawa Tengah
6095,Mipavxv,Yara Mila Complex/1 Kg Repacking,YAR-65,25,31,4,780,8/19/2022,4/27/2022,780,4/1/2023,FALSE,TRUE,Kabupaten Kudus,Jawa Tengah
6096,Vofshdy,Betanil 500 Gr x 20,BET-12,45,14,3,642,1/25/2022,9/29/2022,642,3/24/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6097,Fukyoqz,EXPLORE 250 ML X 36,EXP-33,87,19,17,1636,10/7/2022,12/13/2022,1636,4/1/2023,FALSE,TRUE,Kabupaten Brebes,Jawa Tengah
6098,Lgnkd,Klensect 900 ML X 20,KLE-44,65,11,17,730,11/20/2022,4/29/2022,730,3/23/2023,TRUE,FALSE,Kabupaten Grobogan,Jawa Tengah
6099,Yoycwv,JOKER 400 Gr X 25,JOK-40,81,16,20,1303,10/9/2022,8/20/2022,1303,3/25/2023,FALSE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6100,Nrvwd,Foltus 500 ML X 24,FOL-36,100,10,8,1036,9/2/2022,9/5/2022,1036,3/25/2023,FALSE,TRUE,Kabupaten Pemalang,Jawa Tengah
6101,Qbjxo,CALIWA 350 OD 500 ML x 20,CAL-16,80,45,0,3566,8/8/2022,7/28/2022,3566,4/1/2023,FALSE,TRUE,Kabupaten Banjarnegara,Jawa Tengah
6102,Lxmpnke,YaraVita Tripholate 25 Gr @120,YAR-74,82,36,2,2911,8/30/2022,2/12/2022,2911,3/25/2023,TRUE,TRUE,Kabupaten Grobogan,Jawa Tengah
6103,Xphqu,Anilo 400 Gr X 20,ANI-4,96,11,19,1029,7/14/2022,11/2/2022,1029,3/31/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6104,Riozlo,Plethora 250 ML X40,PLE-52,14,10,19,116,3/19/2022,3/23/2022,116,4/2/2023,FALSE,TRUE,Kabupaten Magelang,Jawa Tengah
6105,Cakadfo,YaraMila Complex X (50Kg),YAR-68,73,7,10,525,8/15/2022,11/21/2022,525,3/23/2023,TRUE,FALSE,Kota Magelang,Jawa Tengah
6106,Slqvzjy,Anilo 50 Gr X 100,ANI-5,48,40,17,1885,5/31/2022,12/28/2022,1885,3/21/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6107,Vzltm,Plethora 250 ML X40,PLE-52,35,10,13,338,1/25/2022,9/13/2022,338,3/25/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6108,Vofshdy,AGIL 250 ML X 40,AGI-2,74,43,17,3167,10/23/2022,9/25/2022,3167,3/28/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6109,Jeahw,LEILI 100 ML X 60,LEI-46,21,38,10,798,10/25/2022,9/2/2022,798,3/27/2023,TRUE,FALSE,Kabupaten Demak,Jawa Tengah
6110,Xcksch,CHLORMITE 900 ML X 20,CHL-21,35,22,7,770,3/7/2022,8/26/2022,770,3/30/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6111,Xphqu,Anilo 50 Gr X 100,ANI-5,15,49,12,724,5/12/2022,10/19/2022,724,4/2/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6112,Dojntoc,DUMIL 400 Gr X 25,DUM-32,64,10,17,607,7/22/2022,11/3/2022,607,3/26/2023,TRUE,TRUE,Kabupaten Grobogan,Jawa Tengah
6113,Cmudany,CHLORMITE 100 ML X 120,CHL-18,63,41,10,2575,5/22/2022,4/15/2022,2575,3/25/2023,FALSE,FALSE,Kota Pekalongan,Jawa Tengah
6114,Gojfeq,YaraLiva Tropicote (25 Kg),YAR-67,15,10,5,141,6/18/2022,8/24/2022,141,3/26/2023,FALSE,FALSE,Kabupaten Kendal,Jawa Tengah
6115,Blxqtb,CHLORMITE 400 ML X 24,CHL-20,41,15,6,612,12/28/2022,4/10/2022,612,4/1/2023,TRUE,FALSE,Kabupaten Pemalang,Jawa Tengah
6116,Tjkwwa,KLENSECT 200 ML X 48,KLE-42,24,49,19,1159,7/7/2022,9/14/2022,1159,4/2/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6117,Lgnkd,YaraLiva Nitrabor (25 Kg),YAR-66,75,25,10,1846,5/4/2022,12/27/2022,1846,3/25/2023,FALSE,TRUE,Kabupaten Grobogan,Jawa Tengah
6118,Fukyoqz,CHLORMITE 400 ML X 24,CHL-20,93,45,13,4181,12/13/2022,10/4/2022,4181,3/26/2023,TRUE,FALSE,Kabupaten Brebes,Jawa Tengah
6119,Jnpva,YaraMila Faster (50 Kg),YAR-69,45,25,7,1129,12/2/2022,1/1/2022,1129,3/25/2023,FALSE,TRUE,Kabupaten Demak,Jawa Tengah
6120,Hzphnyx,Custodia 250 ML X 40,CUS-25,79,11,12,889,12/1/2022,1/29/2022,889,3/31/2023,FALSE,TRUE,Kabupaten Boyolali,Jawa Tengah
6121,Jteshi,CHLORMITE 400 ML X 24,CHL-20,88,13,10,1104,6/23/2022,1/3/2022,1104,3/22/2023,TRUE,TRUE,Kabupaten Pemalang,Jawa Tengah
6122,Octpvn,Ricequick 100 Gr X 70,RIC-55,24,36,1,863,6/18/2022,2/19/2022,863,3/23/2023,FALSE,TRUE,Kota Pekalongan,Jawa Tengah
6123,Fybcazi,BELLMAC 250 ML X 40,BEL-11,40,2,7,87,12/13/2022,12/28/2022,87,3/27/2023,FALSE,FALSE,Kabupaten Magelang,Jawa Tengah
6124,Hzbalcz,Narkis 250 ML x 40,NAR-51,24,45,6,1076,6/27/2022,4/29/2022,1076,3/30/2023,TRUE,TRUE,Kabupaten Kendal,Jawa Tengah
6125,Octpvn,Cozeb 1 Kg X 20,COZ-24,27,39,0,1052,6/28/2022,6/9/2022,1052,3/31/2023,TRUE,FALSE,Kota Pekalongan,Jawa Tengah
6126,Znmlyx,KLENSECT 200 ML X 48,KLE-42,28,9,19,238,3/25/2022,7/18/2022,238,3/31/2023,FALSE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6127,Xtuftk,KLENSECT 400 ML X 24,KLE-43,86,30,3,2612,2/26/2022,11/9/2022,2612,3/21/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6128,Esxczrr,DUMIL 400 Gr X 25,DUM-32,36,43,4,1527,3/27/2022,7/3/2022,1527,3/28/2023,FALSE,TRUE,Kabupaten Cilacap,Jawa Tengah
6129,Mdvqtf,SUPREMO 500 ML X 24,SUP-59,41,40,17,1623,8/9/2022,3/6/2022,1623,4/1/2023,FALSE,FALSE,Kabupaten Sragen,Jawa Tengah
6130,Gojfeq,YaraMila Winner (50 Kg),YAR-72,81,36,15,2913,8/18/2022,10/1/2022,2913,3/29/2023,FALSE,TRUE,Kabupaten Kendal,Jawa Tengah
6131,Gjlnieu,Dangke 400 Gr X 30,DAN-28,67,32,15,2160,11/15/2022,8/5/2022,2160,3/21/2023,FALSE,TRUE,Kabupaten Semarang,Jawa Tengah
6132,Zbupp,Blasil 100 ml X 100,BLA-13,97,48,3,4611,3/30/2022,12/30/2022,4611,4/1/2023,TRUE,FALSE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
6133,Pmmvkwp,CHLORMITE 200 ML X 48,CHL-19,48,20,19,932,12/7/2022,6/18/2022,932,3/31/2023,FALSE,FALSE,Kabupaten Temanggung,Jawa Tengah
6134,Zcndfk,ZENPRO NPK LIQUID X 15,ZEN-75,47,45,9,2119,3/10/2022,9/26/2022,2119,3/28/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6135,Acjhvrm,AGIL 100 ML X 100,AGI-1,87,30,2,2631,1/31/2022,10/2/2022,2631,3/23/2023,FALSE,TRUE,Kabupaten Purworejo,Jawa Tengah
6136,Ntdanez,LEILI 1 L X 20,LEI-45,13,11,17,122,8/25/2022,11/24/2022,122,3/21/2023,FALSE,FALSE,Kabupaten Purbalingga,Jawa Tengah
6137,Gojfeq,Spreader 250 ML X 48,SPR-56,86,11,8,955,8/2/2022,11/28/2022,955,3/31/2023,TRUE,TRUE,Kabupaten Kendal,Jawa Tengah
6138,Nqqef,Yara Mila Complex/1 Kg Repacking,YAR-65,29,21,12,591,6/10/2022,2/12/2022,591,4/2/2023,FALSE,TRUE,Kabupaten Banyumas,Jawa Tengah
6139,Nkfkpx,Spreader 500 ML X 24,SPR-57,36,10,5,365,2/19/2022,4/29/2022,365,3/31/2023,TRUE,FALSE,Kabupaten Boyolali,Jawa Tengah
6140,Bqnus,Spreader 250 ML X 48,SPR-56,68,20,17,1340,12/28/2022,12/16/2022,1340,3/29/2023,TRUE,FALSE,Kabupaten Sragen,Jawa Tengah
6141,Zbupp,Gandewa 250 ML X 20,GAN-37,32,45,18,1429,2/28/2022,5/8/2022,1429,3/30/2023,FALSE,FALSE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
6142,Tikaomp,DUMIL 400 Gr X 25,DUM-32,52,32,3,1666,6/17/2022,10/28/2022,1666,3/25/2023,FALSE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6143,Gjlnieu,ZENPRO NPK LIQUID X 15,ZEN-75,16,48,4,765,8/28/2022,3/27/2022,765,3/27/2023,TRUE,TRUE,Kabupaten Semarang,Jawa Tengah
6144,Tcjkvdr,ZENPRO NPK LIQUID X 15,ZEN-75,24,8,15,168,9/12/2022,8/19/2022,168,3/26/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6145,Mmtkhr,Dangke 250 Gr X 40,DAN-27,14,20,13,274,12/25/2022,11/18/2022,274,3/27/2023,TRUE,FALSE,Kabupaten Purbalingga,Jawa Tengah
6146,Cfafmw,YaraMila Faster (50 Kg),YAR-69,82,34,16,2755,11/7/2022,9/12/2022,2755,3/28/2023,FALSE,TRUE,Kabupaten Rembang,Jawa Tengah
6147,Noxszq,Balistic 100ML X 36,BAL-9,41,40,16,1608,11/12/2022,9/18/2022,1608,3/24/2023,FALSE,FALSE,Kabupaten Magelang,Jawa Tengah
6148,Vaqps,YaraMila Palmae 50 Kg,YAR-70,21,30,6,618,2/5/2022,7/1/2022,618,3/29/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6149,Pmmvkwp,unused,UNU-64,88,39,1,3393,4/29/2022,5/19/2022,3393,3/21/2023,FALSE,TRUE,Kabupaten Temanggung,Jawa Tengah
6150,Mdvqtf,Corona 250 ML X 36,COR-23,59,9,5,542,5/24/2022,4/25/2022,542,4/1/2023,FALSE,FALSE,Kabupaten Sragen,Jawa Tengah
6151,Zdkwb,Dense 200 Gr X 20,DEN-29,74,16,0,1216,9/17/2022,11/18/2022,1216,3/24/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6152,Hzbalcz,Jurassic 1L X 20,JUR-41,67,14,15,951,5/27/2022,12/9/2022,951,4/2/2023,TRUE,TRUE,Kabupaten Kendal,Jawa Tengah
6153,Mipavxv,CHLORMITE 200 ML X 48,CHL-19,81,3,17,230,12/19/2022,10/10/2022,230,3/29/2023,TRUE,FALSE,Kabupaten Kudus,Jawa Tengah
6154,Xcksch,Spreader 250 ML X 48,SPR-56,20,29,10,571,2/1/2022,12/5/2022,571,3/23/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6155,Olzcxs,Cozeb 1 Kg X 20,COZ-24,70,39,16,2707,4/28/2022,5/22/2022,2707,3/26/2023,FALSE,FALSE,Kabupaten Demak,Jawa Tengah
6156,Vrhqv,EXPLORE 250 ML X 36,EXP-33,65,19,1,1221,1/29/2022,6/7/2022,1221,3/24/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6157,Sjgyul,YaraMila Winner (50 Kg),YAR-72,18,13,18,213,9/14/2022,8/28/2022,213,3/31/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6158,Pemfo,Gandewa 500 ML X 10,GAN-38,71,38,17,2701,9/29/2022,3/7/2022,2701,3/27/2023,TRUE,FALSE,Kabupaten Wonogiri,Jawa Tengah
6159,Bzhvs,SUPRETOX 1 L X 20,SUP-60,12,7,14,68,1/24/2022,3/30/2022,68,4/1/2023,TRUE,TRUE,Kabupaten Rembang,Jawa Tengah
6160,Cfafmw,Narkis 250 ML x 40,NAR-51,13,46,10,585,7/4/2022,1/21/2022,585,3/24/2023,FALSE,FALSE,Kabupaten Rembang,Jawa Tengah
6161,Qsumrji,Gandewa 500 ML X 10,GAN-38,50,7,5,350,12/18/2022,9/26/2022,350,4/1/2023,FALSE,FALSE,Kabupaten Demak,Jawa Tengah
6162,Vrhqv,Anilo 400 Gr X 20,ANI-4,44,45,8,1966,8/21/2022,8/28/2022,1966,4/2/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6163,Fukyoqz,Corona 250 ML X 36,COR-23,85,36,7,3042,11/16/2022,12/28/2022,3042,3/27/2023,FALSE,TRUE,Kabupaten Brebes,Jawa Tengah
6164,Tcjkvdr,YaraMila Winner (50 Kg),YAR-72,11,18,6,196,3/2/2022,11/5/2022,196,3/21/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6165,Mipavxv,Dense 500 Gr X 20,DEN-30,57,15,18,848,10/9/2022,2/13/2022,848,3/21/2023,TRUE,TRUE,Kabupaten Kudus,Jawa Tengah
6166,Pmmvkwp,YaraLiva Nitrabor (25 Kg),YAR-66,40,39,15,1541,9/8/2022,7/28/2022,1541,3/31/2023,FALSE,FALSE,Kabupaten Temanggung,Jawa Tengah
6167,Vwxqqo,CHLORMITE 200 ML X 48,CHL-19,52,47,16,2434,12/19/2022,4/3/2022,2434,3/27/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6168,Vnlumtd,CALIWA 350 OD 500 ML x 20,CAL-16,17,18,5,293,10/29/2022,1/10/2022,293,3/25/2023,FALSE,TRUE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
6169,Umrwzu,YaraMila Faster (50 Kg),YAR-69,81,21,9,1691,6/14/2022,7/2/2022,1691,4/2/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6170,Fybcazi,Ricequick 100 Gr X 70,RIC-55,36,16,3,583,11/6/2022,9/3/2022,583,3/27/2023,TRUE,FALSE,Kabupaten Magelang,Jawa Tengah
6171,Cmudany,Anilo 400 Gr X 20,ANI-4,24,38,12,896,2/4/2022,3/28/2022,896,4/2/2023,FALSE,TRUE,Kota Pekalongan,Jawa Tengah
6172,Hzphnyx,LEILI 250 ML X 48,LEI-47,68,32,9,2167,7/25/2022,4/27/2022,2167,3/26/2023,TRUE,TRUE,Kabupaten Boyolali,Jawa Tengah
6173,Cemiujs,BLASIL 250 ML X 40,BLA-14,75,47,4,3554,2/8/2022,1/30/2022,3554,3/25/2023,TRUE,TRUE,Kabupaten Purbalingga,Jawa Tengah
6174,Nkfkpx,Plethora 250 ML X40,PLE-52,37,22,11,804,5/5/2022,4/21/2022,804,3/23/2023,FALSE,FALSE,Kabupaten Boyolali,Jawa Tengah
6175,Rroahug,YaraMila Palmae 50 Kg,YAR-70,82,7,19,562,8/5/2022,6/22/2022,562,3/28/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6176,Vmhgllp,LEILI 100 ML X 60,LEI-46,29,1,1,41,10/29/2022,3/21/2022,41,3/23/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6177,Olzcxs,Jurassic 1L X 20,JUR-41,92,36,18,3299,4/30/2022,6/12/2022,3299,3/31/2023,FALSE,FALSE,Kabupaten Demak,Jawa Tengah
6178,Ffcsef,Blasil 100 ml X 100,BLA-13,40,7,2,269,11/17/2022,12/14/2022,269,3/29/2023,TRUE,FALSE,Kabupaten Klaten,Jawa Tengah
6179,Otnxz,SUPREMO 500 ML X 24,SUP-59,67,41,19,2703,1/19/2022,4/14/2022,2703,3/22/2023,FALSE,TRUE,Kabupaten Pekalongan,Jawa Tengah
6180,Iuzyshq,Astonish 500 ML X 24,AST-7,46,23,10,1050,10/9/2022,6/29/2022,1050,3/24/2023,FALSE,FALSE,Kabupaten Demak,Jawa Tengah
6181,Xtuftk,Corona 250 ML X 36,COR-23,47,7,16,323,12/4/2022,12/10/2022,323,3/27/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6182,Xprkjup,Remazole 400 ml X 20,REM-54,62,10,4,593,10/7/2022,10/9/2022,593,3/27/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6183,Afojs,Gandewa 250 ML X 20,GAN-37,74,14,13,1052,2/9/2022,5/13/2022,1052,3/23/2023,TRUE,TRUE,Kabupaten Sukoharjo,Jawa Tengah
6184,Acjhvrm,Plethora 250 ML X40,PLE-52,30,22,13,657,10/28/2022,10/26/2022,657,3/27/2023,FALSE,TRUE,Kabupaten Purworejo,Jawa Tengah
6185,Bihrome,Remazole 250 ml X 40,REM-53,86,11,11,928,4/19/2022,7/14/2022,928,3/22/2023,FALSE,FALSE,Kota Surakarta,Jawa Tengah
6186,Znpdsy,Ricequick 100 Gr X 70,RIC-55,26,44,15,1135,11/6/2022,9/20/2022,1135,3/31/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
6187,Ktealuq,Custodia 250 ML X 40,CUS-25,45,35,12,1584,5/23/2022,2/19/2022,1584,4/1/2023,TRUE,FALSE,Kabupaten Pemalang,Jawa Tengah
6188,Yfjro,ZENPRO NPK LIQUID X 15,ZEN-75,12,22,17,250,6/5/2022,5/21/2022,250,3/28/2023,FALSE,TRUE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
6189,Wdwwe,LEILI 250 ML X 48,LEI-47,41,36,17,1477,3/24/2022,12/11/2022,1477,3/23/2023,TRUE,TRUE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
6190,Vmhgllp,Klensect 900 ML X 20,KLE-44,90,19,15,1677,2/11/2022,4/7/2022,1677,3/21/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6191,Qsumrji,Tapuz 100 Gr X 80,TAP-62,18,47,18,822,3/27/2022,4/18/2022,822,3/23/2023,FALSE,TRUE,Kabupaten Demak,Jawa Tengah
6192,Cfafmw,YaraMila Faster (50 Kg),YAR-69,78,10,4,784,7/1/2022,1/16/2022,784,4/1/2023,FALSE,FALSE,Kabupaten Rembang,Jawa Tengah
6193,Plkia,LEILI 1 L X 20,LEI-45,20,10,12,183,12/18/2022,4/5/2022,183,3/26/2023,FALSE,TRUE,Kabupaten Pemalang,Jawa Tengah
6194,Qbjxo,Yara Mila Complex/1 Kg Repacking,YAR-65,40,4,20,143,2/28/2022,5/5/2022,143,3/23/2023,FALSE,TRUE,Kabupaten Banjarnegara,Jawa Tengah
6195,Dchrno,Foltus 500 ML X 24,FOL-36,62,3,16,147,9/7/2022,11/26/2022,147,3/23/2023,FALSE,FALSE,Kabupaten Wonosobo,Jawa Tengah
6196,Qtrmgud,DUMIL 400 Gr X 25,DUM-32,75,31,6,2353,1/21/2022,4/18/2022,2353,4/1/2023,TRUE,TRUE,Kabupaten Grobogan,Jawa Tengah
6197,Omqwwab,YaraVita Tripholate 25 Gr @120,YAR-74,41,28,4,1134,12/23/2022,1/6/2022,1134,3/24/2023,TRUE,FALSE,Kabupaten Grobogan,Jawa Tengah
6198,Ktealuq,SUPRETOX 500 ML X 24,SUP-61,92,45,18,4137,9/8/2022,2/16/2022,4137,3/23/2023,FALSE,FALSE,Kabupaten Pemalang,Jawa Tengah
6199,Jeahw,SUPREMO 1 L X 20,SUP-58,19,16,10,288,9/16/2022,8/20/2022,288,3/30/2023,FALSE,TRUE,Kabupaten Demak,Jawa Tengah
6200,Zcndfk,Dangke 250 Gr X 40,DAN-27,50,44,12,2211,4/19/2022,1/4/2022,2211,3/30/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6201,Owgni,Spreader 250 ML X 48,SPR-56,97,30,2,2869,3/17/2022,12/3/2022,2869,3/29/2023,TRUE,FALSE,Kabupaten Rembang,Jawa Tengah
6202,Esxczrr,JOKER 400 Gr X 25,JOK-40,77,17,16,1258,9/27/2022,12/4/2022,1258,3/25/2023,FALSE,TRUE,Kabupaten Cilacap,Jawa Tengah
6203,Dlmkv,ZENPRO NPK LIQUID X 15,ZEN-75,63,4,2,239,9/29/2022,8/8/2022,239,3/28/2023,TRUE,FALSE,Kabupaten Semarang,Jawa Tengah
6204,Cakadfo,EXPLORE 250 ML X 36,EXP-33,41,41,13,1674,9/16/2022,4/19/2022,1674,3/22/2023,TRUE,FALSE,Kota Magelang,Jawa Tengah
6205,Soybau,YaraLiva Tropicote (25 Kg),YAR-67,89,22,17,1934,4/19/2022,12/27/2022,1934,3/21/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6206,Vaqps,Jurassic 1L X 20,JUR-41,80,2,9,168,11/12/2022,1/3/2022,168,3/28/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6207,Lbsskne,JOKER 400 Gr X 25,JOK-40,26,45,7,1165,9/24/2022,7/18/2022,1165,4/1/2023,TRUE,TRUE,Kota Semarang,Jawa Tengah
6208,Kxzos,JOKER 400 Gr X 25,JOK-40,75,23,1,1742,5/6/2022,5/8/2022,1742,3/22/2023,TRUE,TRUE,Kabupaten Semarang,Jawa Tengah
6209,Wdwwe,LEILI 100 ML X 60,LEI-46,14,23,8,307,5/1/2022,4/26/2022,307,3/24/2023,FALSE,FALSE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
6210,Vooka,CHLORMITE 400 ML X 24,CHL-20,63,11,14,657,1/19/2022,1/15/2022,657,3/28/2023,FALSE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6211,Xniyvoq,Spreader 500 ML X 24,SPR-57,79,30,12,2336,6/20/2022,2/16/2022,2336,3/21/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
6212,Umrwzu,Blasil 100 ml X 100,BLA-13,99,20,19,1947,2/28/2022,8/22/2022,1947,3/21/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
6213,Vemfyt,Ricequick 100 Gr X 70,RIC-55,95,35,12,3358,1/17/2022,12/30/2022,3358,3/30/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
6214,Lhrugzu,DUMIL 400 Gr X 25,DUM-32,57,18,14,1016,4/26/2022,4/18/2022,1016,3/26/2023,TRUE,TRUE,Kabupaten Sragen,Jawa Tengah
6215,Ychfbg,ZENPRO NPK LIQUID X 15,ZEN-75,27,44,19,1161,3/23/2022,6/19/2022,1161,3/23/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
